Cubic Polynomial_0_0,x + x*log(4),tensor(0.2386),-9.179363244637667
Cubic Polynomial_2_30,x*(sin(x) + 1),tensor(0.2249),-10.878568869088815
Cubic Polynomial_2_31,log(x),tensor(0.),0
Cubic Polynomial_2_32,28*x**3,tensor(0.1600),-26.570652217747753
Cubic Polynomial_2_33,x*(x + 520),tensor(0.0066),-22385.588443927347
Cubic Polynomial_2_34,x**3 + sin(x),tensor(0.2363),-9.448652247288818
Cubic Polynomial_2_35,x + sin(5),tensor(0.2619),-6.9441782490769715
Cubic Polynomial_2_36,2*x**2 + x,tensor(0.2142),-12.450204572303244
Cubic Polynomial_2_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76042760>>
Cubic Polynomial_2_38,x*(x + cos(5)),tensor(0.2210),-11.425643622539011
Cubic Polynomial_2_39,cos(atanh(x)),tensor(0.2155),-12.258518026569037
Cubic Polynomial_2_40,x + exp(5*x),tensor(0.0565),-277.5736658242138
Cubic Polynomial_2_41,x + exp(-x),tensor(0.2026),-14.48644395244475
Cubic Polynomial_2_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7633a040>>
Cubic Polynomial_2_43,4*sin(x),tensor(0.2401),-9.014407182591942
Cubic Polynomial_2_44,acosh(x + 3),tensor(0.1945),-16.145628594575683
Cubic Polynomial_2_45,x + tanh(x**2),tensor(0.2251),-10.847925833127277
Cubic Polynomial_2_46,x*exp(2*x),tensor(0.2090),-13.319374800581675
Cubic Polynomial_2_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de4ba30>>
Cubic Polynomial_2_48,sin(x)*cos(x),tensor(0.2326),-9.888755544317847
Cubic Polynomial_2_49,-2*sin(x),tensor(0.2190),-11.710783975353115
Cubic Polynomial_2_50,x*sin(4) + 3,tensor(0.1714),-22.371961644052497
Cubic Polynomial_2_51,2*x,tensor(0.2377),-9.289802176424924
Cubic Polynomial_2_52,x*atan(4),tensor(0.2355),-9.542630377121736
Cubic Polynomial_2_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec194a00>>
Cubic Polynomial_2_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6954c0d0>>
Cubic Polynomial_2_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6954c340>>
Cubic Polynomial_2_56,3*x*exp(x),tensor(0.2075),-13.592430114666941
Cubic Polynomial_2_57,x/sin(1),tensor(0.2349),-9.603538942426978
Cubic Polynomial_2_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6954c370>>
Cubic Polynomial_2_59,x**2/8,tensor(0.2283),-10.425534953581549
Cubic Polynomial_2_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c1cdc40>>
Cubic Polynomial_2_61,cos(x) + 4,tensor(0.1506),-30.802884596080837
Cubic Polynomial_2_62,asin(x)**5,tensor(0.2351),-9.590859929988593
Cubic Polynomial_2_63,4*x + 2,tensor(0.1954),-15.955639954672474
Cubic Polynomial_2_64,3*x + exp(x),tensor(0.2110),-12.975090654825786
Cubic Polynomial_2_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12c040>>
Cubic Polynomial_2_66,x + sinh(x),tensor(0.2380),-9.253018474134597
Cubic Polynomial_2_67,x + cos(x),tensor(0.2149),-12.348635196593277
Cubic Polynomial_2_68,x**2*cos(2),tensor(0.2339),-9.731879263433628
Cubic Polynomial_2_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761e7820>>
Cubic Polynomial_2_70,15/cos(x)**2,tensor(0.0598),-246.14932926415045
Cubic Polynomial_2_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76042e20>>
Cubic Polynomial_2_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76042d90>>
Cubic Polynomial_2_73,x + log(2),tensor(0.2175),-11.950410916671146
Cubic Polynomial_2_74,2*x*exp(4),tensor(0.0316),-940.8588583651132
Cubic Polynomial_2_75,sin(x)/4,tensor(0.2307),-10.120282073226013
Cubic Polynomial_2_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7633a8b0>>
Cubic Polynomial_2_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7633af40>>
Cubic Polynomial_2_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e7633adf0>>
Cubic Polynomial_2_79,x*log(x**2),tensor(0.2265),-10.668932680484009
Cubic Polynomial_2_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e688e5070>>
Cubic Polynomial_2_81,2*x*cos(4),tensor(0.2221),-11.26193094380581
Cubic Polynomial_2_82,exp(x)*sin(x),tensor(0.2246),-10.913881226729734
Cubic Polynomial_2_83,4*x**4*cos(x),tensor(0.2132),-12.62098872777686
Cubic Polynomial_2_84,sin(x),tensor(0.2338),-9.74461093380809
Cubic Polynomial_2_85,x**3*sin(2),tensor(0.2324),-9.908947318732343
Cubic Polynomial_2_86,tanh(x + 5),tensor(0.2073),-13.620902098295518
Cubic Polynomial_2_87,log(x + 2),tensor(0.2170),-12.016169610014684
Cubic Polynomial_2_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c12c4c0>>
Cubic Polynomial_2_89,cos(x + 1),tensor(0.2157),-12.216771267395357
Cubic Polynomial_2_90,x*cosh(x),tensor(0.2356),-9.532320959334406
Cubic Polynomial_2_91,exp(x) - sin(x),tensor(0.2038),-14.262771626049988
Cubic Polynomial_2_92,x + tan(x),tensor(0.2385),-9.194194453992406
Cubic Polynomial_2_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35790>>
Cubic Polynomial_2_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a355e0>>
Cubic Polynomial_2_95,sin(x + 2),tensor(0.2112),-12.944537109236439
Cubic Polynomial_2_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35e20>>
Cubic Polynomial_2_97,x**3*sinh(x),tensor(0.2223),-11.232742039238806
Cubic Polynomial_2_98,x*(x**2 + x),tensor(0.2225),-11.2109027569364
Cubic Polynomial_2_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76042be0>>
Cubic Polynomial_2_100,tanh(x - 1),tensor(0.2490),-8.09263779889204
Cubic Polynomial_2_101,x*(sin(x) + 4),tensor(0.2307),-10.125383501170916
Cubic Polynomial_2_102,cos(x),tensor(0.2113),-12.938526950835074
Cubic Polynomial_2_103,1/(x*(x + 2)),tensor(0.1781),-20.30021615919038
Cubic Polynomial_2_104,cos(x)**4,tensor(0.2178),-11.896182913566841
Cubic Polynomial_2_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dcc8580>>
Cubic Polynomial_2_106,x**6 + 2*x,tensor(0.2325),-9.893703553450184
Cubic Polynomial_2_107,x + exp(tan(5)),tensor(0.2333),-9.79774011870823
Cubic Polynomial_2_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a350a0>>
Cubic Polynomial_2_109,-cos(x),tensor(0.2508),-7.924261428242037
Cubic Polynomial_2_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35550>>
Cubic Polynomial_2_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfe99d0>>
Cubic Polynomial_2_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfe9a90>>
Cubic Polynomial_2_113,x*(x + sin(x)),tensor(0.2115),-12.902807006185203
Cubic Polynomial_2_114,log(x**6),tensor(0.2264),-10.67089906505502
Cubic Polynomial_2_115,3*log(cos(x)),tensor(0.2479),-8.208071348446502
Cubic Polynomial_2_116,8*x**3,tensor(0.2386),-9.18470710074267
Cubic Polynomial_2_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698250a0>>
Cubic Polynomial_2_118,x + cos(5),tensor(0.2271),-10.588770880005981
Cubic Polynomial_2_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698257f0>>
Cubic Polynomial_2_120,sin(x)*cos(x),tensor(0.2326),-9.888755544317847
Cubic Polynomial_2_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69825e50>>
Cubic Polynomial_2_122,x**2 + 4,tensor(0.1553),-28.567132601846538
Cubic Polynomial_2_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec162160>>
Cubic Polynomial_2_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e7eb0>>
Cubic Polynomial_2_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e7130>>
Cubic Polynomial_2_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e78b0>>
Cubic Polynomial_2_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e7b80>>
Cubic Polynomial_3_0,sin(x + 4),tensor(0.2415),-8.86615202384718
Cubic Polynomial_3_1,x*cos(5),tensor(0.2310),-10.083773607677864
Cubic Polynomial_3_2,log(x + 3),tensor(0.2070),-13.669389490974286
Cubic Polynomial_3_3,4*sinh(x),tensor(0.2403),-8.994952304129217
Cubic Polynomial_3_4,x/27,tensor(0.2298),-10.238546088991233
Cubic Polynomial_3_5,x*cos(x)**3,tensor(0.2313),-10.043588324058303
Cubic Polynomial_3_6,x**2 + x*exp(x),tensor(0.2143),-12.442139871128687
Cubic Polynomial_3_7,sin(x) + 1,tensor(0.2104),-13.078402893246611
Cubic Polynomial_3_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c058910>>
Cubic Polynomial_3_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d7b250>>
Cubic Polynomial_3_10,5*x,tensor(0.2394),-9.091081969457273
Cubic Polynomial_3_11,x + cos(x),tensor(0.2149),-12.348635196593277
Cubic Polynomial_3_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90176040>>
Cubic Polynomial_3_13,3*x**2 + sin(x),tensor(0.2050),-14.039952499832912
Cubic Polynomial_3_14,x + tan(4),tensor(0.2075),-13.591994972348717
Cubic Polynomial_3_15,3*x*tan(4),tensor(0.2402),-9.003171321824565
Cubic Polynomial_3_16,x,tensor(0.2342),-9.692198130256308
Cubic Polynomial_3_17,x,tensor(0.2342),-9.692198130256308
Cubic Polynomial_3_18,4*x*cos(x),tensor(0.2389),-9.145572037363372
Cubic Polynomial_3_19,sin(x + 3),tensor(0.2221),-11.270418892523578
Cubic Polynomial_3_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dcc8d30>>
Cubic Polynomial_3_21,2*exp(x),tensor(0.1865),-18.017978754698433
Cubic Polynomial_3_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dcc8760>>
Cubic Polynomial_3_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35040>>
Cubic Polynomial_3_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a354c0>>
Cubic Polynomial_3_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35280>>
Cubic Polynomial_3_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec194be0>>
Cubic Polynomial_3_27,x*exp(-x),tensor(0.2481),-8.185336274227774
Cubic Polynomial_3_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69825730>>
Cubic Polynomial_3_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69825790>>
Cubic Polynomial_3_30,x*(x - 2) + x,tensor(0.2148),-12.367317017891839
Cubic Polynomial_3_31,4*sinh(x),tensor(0.2403),-8.994952304129217
Cubic Polynomial_3_32,6*x,tensor(0.2370),-9.360997785310225
Cubic Polynomial_3_33,x*(x + exp(x))**2,tensor(0.1882),-17.596082808403665
Cubic Polynomial_3_34,x + exp(x),tensor(0.2090),-13.317294543942486
Cubic Polynomial_3_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d7b610>>
Cubic Polynomial_3_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d7b670>>
Cubic Polynomial_3_37,2*x + 2*log(x),tensor(0.),0
Cubic Polynomial_3_38,-65/x,tensor(0.0022),-214996.3051536983
Cubic Polynomial_3_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0587c0>>
Cubic Polynomial_3_40,-sin(tanh(x)),tensor(0.2253),-10.822738009857536
Cubic Polynomial_3_41,x*cos(5),tensor(0.2310),-10.083773607677864
Cubic Polynomial_3_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926dc10>>
Cubic Polynomial_3_43,cos(x + 2),tensor(0.2330),-9.832260750008848
Cubic Polynomial_3_44,(x**2 + x)**3,tensor(0.2127),-12.700215341073491
Cubic Polynomial_3_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e7d90>>
Cubic Polynomial_3_46,8*x**3,tensor(0.2386),-9.18470710074267
Cubic Polynomial_3_47,x + tanh(5),tensor(0.2108),-13.022629456500372
Cubic Polynomial_3_48,3*x**5 + x,tensor(0.2385),-9.195537243506562
Cubic Polynomial_3_49,x**5*asin(x),tensor(0.2236),-11.050151224453598
Cubic Polynomial_3_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfe92e0>>
Cubic Polynomial_3_51,x**2*cos(3),tensor(0.2400),-9.028717441873424
Cubic Polynomial_3_52,x*(x + tan(x)),tensor(0.2078),-13.530179970984083
Cubic Polynomial_3_53,sin(x + 2),tensor(0.2112),-12.944537109236439
Cubic Polynomial_3_54,x + tan(3),tensor(0.2380),-9.256072782446843
Cubic Polynomial_3_55,8*x**8,tensor(0.2006),-14.880692661354875
Cubic Polynomial_3_56,x/2,tensor(0.2320),-9.95642533557991
Cubic Polynomial_3_57,x**4 + x + exp(x),tensor(0.2037),-14.28566623063994
Cubic Polynomial_3_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dfe9460>>
Cubic Polynomial_3_59,x*(cos(x) + 1),tensor(0.2367),-9.400699304402934
Cubic Polynomial_3_60,cos(x + 4),tensor(0.2469),-8.299877487613918
Cubic Polynomial_3_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926dd90>>
Cubic Polynomial_3_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926d940>>
Cubic Polynomial_3_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926db80>>
Cubic Polynomial_3_64,x*exp(-x),tensor(0.2481),-8.185336274227774
Cubic Polynomial_3_65,x*sinh(x**2),tensor(0.2329),-9.845008773666226
Cubic Polynomial_3_66,x + cos(x),tensor(0.2149),-12.348635196593277
Cubic Polynomial_3_67,x + 2*cos(x),tensor(0.1983),-15.34251658898981
Cubic Polynomial_3_68,tan(x - 1),tensor(0.0749),-151.74819051581994
Cubic Polynomial_3_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d7beb0>>
Cubic Polynomial_3_70,x*cos(sin(5)),tensor(0.2324),-9.914446773095596
Cubic Polynomial_3_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35ee0>>
Cubic Polynomial_3_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35dc0>>
Cubic Polynomial_3_73,9*x/5,tensor(0.2371),-9.356835131797514
Cubic Polynomial_3_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d7b850>>
Cubic Polynomial_3_75,2*tan(x),tensor(0.2392),-9.11562968124298
Cubic Polynomial_3_76,x*(cos(x) + 4),tensor(0.2397),-9.058765940029348
Cubic Polynomial_3_77,tan(4*x),tensor(0.0758),-147.78283738417338
Cubic Polynomial_3_78,2*x + cos(x),tensor(0.2176),-11.926821384772575
Cubic Polynomial_3_79,x*sin(2),tensor(0.2338),-9.737010414623489
Cubic Polynomial_3_80,x**2,tensor(0.2197),-11.609894842362781
Cubic Polynomial_3_81,2*tan(x),tensor(0.2392),-9.11562968124298
Cubic Polynomial_3_82,x*(x**2 + x),tensor(0.2225),-11.2109027569364
Cubic Polynomial_3_83,x/(x**3 + x),tensor(0.2126),-12.722036327563025
Cubic Polynomial_3_84,cos(x)**2,tensor(0.2141),-12.470427153567238
Cubic Polynomial_3_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e90176cd0>>
Cubic Polynomial_3_86,x*sin(5),tensor(0.2242),-10.967577142841531
Cubic Polynomial_3_87,x + sin(x),tensor(0.2373),-9.32591826685312
Cubic Polynomial_3_88,4*cos(x),tensor(0.1695),-22.990757680171303
Cubic Polynomial_3_89,sin(x),tensor(0.2338),-9.74461093380809
Cubic Polynomial_3_90,x**2*cos(x),tensor(0.2226),-11.192058286005729
Cubic Polynomial_3_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926d2e0>>
Cubic Polynomial_3_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926ddf0>>
Cubic Polynomial_3_93,sin(x)**2,tensor(0.2216),-11.339694923827281
Cubic Polynomial_3_94,x + tan(4),tensor(0.2075),-13.591994972348717
Cubic Polynomial_3_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6926d160>>
Cubic Polynomial_3_96,-x - exp(x),tensor(0.2453),-8.470261504563425
Cubic Polynomial_3_97,x**2*exp(3),tensor(0.1163),-56.738986033620435
Cubic Polynomial_3_98,4*tan(x),tensor(0.2394),-9.09107011827165
Cubic Polynomial_3_99,x*sin(x**2),tensor(0.2324),-9.9076474807333
Cubic Polynomial_3_100,tanh(x + 3),tensor(0.2076),-13.576412359813501
Cubic Polynomial_3_101,sqrt(x + 1),tensor(0.2108),-13.009162818937101
Cubic Polynomial_3_102,sin(asinh(x)),tensor(0.2335),-9.774486870094513
Cubic Polynomial_3_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76042670>>
Cubic Polynomial_3_104,2*x + acos(x),tensor(0.1988),-15.242907083302963
Cubic Polynomial_3_105,x + cos(3),tensor(0.2629),-6.862446443016665
Cubic Polynomial_3_106,8,tensor(0.),0
Cubic Polynomial_3_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760423d0>>
Cubic Polynomial_3_108,x*log(2),tensor(0.2329),-9.849375054791278
Cubic Polynomial_3_109,sin(x**2),tensor(0.2205),-11.503795635815091
Cubic Polynomial_3_110,x*acosh(4),tensor(0.2378),-9.269944737399015
Cubic Polynomial_3_111,x,tensor(0.2342),-9.692198130256308
Cubic Polynomial_3_112,x + tan(5),tensor(0.3681),-1.9478525696569728
Cubic Polynomial_3_113,4*cos(x),tensor(0.1695),-22.990757680171303
Cubic Polynomial_3_114,2*x**4 + x,tensor(0.2209),-11.434674989897715
Cubic Polynomial_3_115,4*x + exp(x),tensor(0.2106),-13.056105623899063
Cubic Polynomial_3_116,(x + cos(x))**4,tensor(0.1950),-16.037093649594656
Cubic Polynomial_3_117,tan(x)**2,tensor(0.2129),-12.669121534482874
Cubic Polynomial_3_118,sin(x)/3,tensor(0.2311),-10.074726115481035
Cubic Polynomial_3_119,-sin(x),tensor(0.2246),-10.91806304035712
Cubic Polynomial_3_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69825f70>>
Cubic Polynomial_3_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a35f10>>
Cubic Polynomial_3_122,log(x)**2,tensor(0.),0
Cubic Polynomial_3_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0582e0>>
Cubic Polynomial_3_124,x**2*cosh(x),tensor(0.2165),-12.09659858317981
Cubic Polynomial_3_125,x/(x + 5),tensor(0.2310),-10.078842748036195
Cubic Polynomial_3_126,1/9,tensor(0.),0
Cubic Polynomial_3_127,sqrt(x + 4),tensor(0.1897),-17.25644240319223
Cubic Polynomial_4_0,4*sin(x),tensor(0.2401),-9.014407182591942
Cubic Polynomial_4_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f90019820>>
Cubic Polynomial_4_2,x + log(x**2),tensor(0.2676),-6.490770012271417
Cubic Polynomial_4_3,x*acosh(2),tensor(0.2354),-9.546461488469545
Cubic Polynomial_4_4,cos(x) + atanh(x),tensor(0.2164),-12.109734673370475
Cubic Polynomial_4_5,x*cos(1) + x,tensor(0.2362),-9.45390942819866
Cubic Polynomial_4_6,sin(x + 2),tensor(0.2112),-12.944537109236439
Cubic Polynomial_4_7,x + sin(x),tensor(0.2373),-9.32591826685312
Cubic Polynomial_4_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dcc85e0>>
Cubic Polynomial_4_9,x + exp(x),tensor(0.2090),-13.317294543942486
Cubic Polynomial_4_10,sin(x + 5),tensor(0.2515),-7.8574885865787465
Cubic Polynomial_4_11,x*(x + tan(1)),tensor(0.2257),-10.765000744657332
Cubic Polynomial_4_12,x/sin(x),tensor(0.2058),-13.887130764743992
